epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,14858.1,0.63588,0.57017,1.05457,0.91021,0.87783,0.93751,0.80104,0.60212,0.57909,1.07424,0.0005348,0.0005348,0.0005348
113,14993.3,0.62025,0.54999,1.02242,0.91515,0.86313,0.93289,0.7937,0.61368,0.62238,1.04942,0.0005216,0.0005216,0.0005216
114,15127.3,0.61244,0.54281,1.03351,0.89642,0.89441,0.9361,0.80403,0.5816,0.58702,1.02745,0.0005084,0.0005084,0.0005084
115,15262.4,0.6427,0.56773,1.04254,0.90547,0.88295,0.92623,0.79663,0.61323,0.6229,1.05534,0.0004952,0.0004952,0.0004952
116,15396.7,0.60042,0.52553,1.02341,0.93141,0.87244,0.93452,0.80197,0.60235,0.61454,1.04907,0.000482,0.000482,0.000482
117,15530.9,0.61768,0.5193,1.01224,0.92426,0.88268,0.92736,0.79435,0.60536,0.6309,1.03992,0.0004688,0.0004688,0.0004688
118,15665,0.61744,0.53634,1.03456,0.90788,0.88547,0.9394,0.79617,0.60571,0.61511,1.03983,0.0004556,0.0004556,0.0004556
119,15798.8,0.60582,0.53207,1.02805,0.91558,0.87151,0.93288,0.79936,0.60264,0.5854,1.03448,0.0004424,0.0004424,0.0004424
120,15932.8,0.61717,0.52847,1.0249,0.90701,0.88268,0.93024,0.79501,0.61107,0.63257,1.05768,0.0004292,0.0004292,0.0004292
121,16066.9,0.59307,0.5229,1.02699,0.8889,0.89106,0.93463,0.80141,0.60461,0.58261,1.04873,0.000416,0.000416,0.000416
122,16200.9,0.59784,0.5507,1.02867,0.8905,0.89385,0.93317,0.80378,0.59348,0.5975,1.03799,0.0004028,0.0004028,0.0004028
123,16335.1,0.58534,0.53995,1.01444,0.94139,0.87151,0.94226,0.81016,0.59205,0.56131,1.05626,0.0003896,0.0003896,0.0003896
124,16469.6,0.57937,0.50844,1.0156,0.93388,0.87151,0.94569,0.81287,0.58802,0.56979,1.03868,0.0003764,0.0003764,0.0003764
125,16604.5,0.57271,0.51106,1.0028,0.9358,0.87709,0.93986,0.81428,0.56197,0.56606,1.0166,0.0003632,0.0003632,0.0003632
126,16741.1,0.56035,0.51192,0.99521,0.8929,0.90823,0.94784,0.81983,0.57363,0.57399,1.02776,0.00035,0.00035,0.00035
127,16876.1,0.58626,0.49514,1.00671,0.94378,0.86872,0.94848,0.82068,0.57403,0.55741,1.03042,0.0003368,0.0003368,0.0003368
128,17010.6,0.57509,0.4937,1.01861,0.93761,0.88154,0.94808,0.82425,0.55657,0.53589,1.02253,0.0003236,0.0003236,0.0003236
129,17145.6,0.56611,0.48156,1.00059,0.91891,0.90223,0.94187,0.81487,0.56891,0.54647,1.02405,0.0003104,0.0003104,0.0003104
130,17280,0.5736,0.48499,1.00382,0.91187,0.88268,0.94144,0.81077,0.58219,0.56348,1.02967,0.0002972,0.0002972,0.0002972
131,17414.3,0.5611,0.48074,1.00569,0.92885,0.88547,0.94543,0.81528,0.57348,0.55473,1.02049,0.000284,0.000284,0.000284
132,17549.1,0.5744,0.49647,1.01981,0.92817,0.88827,0.94265,0.82167,0.54582,0.56936,1.00241,0.0002708,0.0002708,0.0002708
133,17683,0.5642,0.47985,1.0126,0.91699,0.89482,0.94501,0.82675,0.55345,0.5453,1.01093,0.0002576,0.0002576,0.0002576
